,Date,Close_BTC_USD,Vol_BTC_USD,Close_FCHI_EUR,Vol_FCHI_EUR,Close_CL=F_USD,Vol_CL=F_USD,Close_GC=F_USD,Vol_GC=F_USD,Close_DJI_USD,Vol_DJI_USD,Close_GSPC_USD,Vol_GSPC_USD,Close_IXIC_USD,Vol_IXIC_USD,Close_CNY=X,Close_EUR=X,Close_JPY=X
29,2015-12-14,444.18200700000006,130496000,4473.069824,154702400.0,36.310001,550476.0,1064.699951,509.0,17368.5,142540000,2021.939941,4612440000,4952.22998,2216060000,6.4453,0.9104200000000001,120.89299799999999
30,2015-12-15,465.321014,83121104,4614.399902,165804900.0,37.349998,474159.0,1062.900024,220.0,17524.910156,123430000,2043.410034,4353540000,4995.359863000001,2054710000,6.449,0.9096700000000001,121.089996
31,2015-12-16,454.93399000000005,107944000,4624.669922,132766800.0,35.52,402967.0,1078.0,81.0,17749.089844,123790000,2073.070068,4635450000,5071.129883,2036610000,6.451,0.9143899999999999,121.675003
32,2015-12-17,456.078003,47978400,4677.540039,148504100.0,34.950001,196227.0,1050.800049,56.0,17495.839844,115780000,2041.890015,4327390000,5002.549805,1897220000,6.4633,0.91958,122.462997
33,2015-12-18,463.615997,60220100,4625.259765999999,221520200.0,34.73,116038.0,1066.199951,253.0,17128.550781,344560000,2005.550049,6683070000,4923.080078,3765210000,6.4737,0.9221600000000001,122.449997
34,2015-12-21,438.639008,77639696,4565.169922,114513000.0,34.740002000000004,298080.0,1081.900024,26.0,17251.619141,114910000,2021.1500239999998,3760280000,4968.919922,1673400000,6.4715,0.9199700000000001,121.300003
35,2015-12-22,436.571991,50840400,4567.600098,85380100.0,36.139998999999996,302263.0,1074.800049,106.0,17417.269531,91570000,2038.969971,3520860000,5001.109863000001,1556670000,6.4708,0.9163399999999999,121.206001
36,2015-12-23,442.40100099999995,47161400,4674.529785,101333700.0,37.5,374658.0,1069.400024,202.0,17602.609375,92820000,2064.290039,3484090000,5045.930176,1591490000,6.4688,0.9132399999999999,121.029999
37,2015-12-24,454.98498499999994,57157200,4663.180176,16313800.0,38.099998,205873.0,1077.199951,24.0,17552.169922,40350000,2060.98999,1411860000,5048.490234000001,706880000,6.4678,0.91666,120.934998
38,2015-12-28,422.278992,49638600,4617.950195,44645300.0,36.810001,220644.0,1070.5,361.0,17528.269531,59770000,2056.5,2492510000,5040.990234000001,1310650000,6.4673,0.91191,120.231003
39,2015-12-29,432.98300199999994,51596500,4701.359863000001,62749700.0,37.869999,241945.0,1077.5,252.0,17720.980469,69860000,2078.360107,2542000000,5107.939941,1383470000,6.4787,0.91114,120.349998
40,2015-12-30,426.619995,46889400,4677.140136999999,56083400.0,36.599998,267912.0,1060.099976,71.0,17603.869141,59760000,2063.360107,2367430000,5065.850098,1247530000,6.4748,0.9150799999999999,120.528999
41,2016-01-04,433.091003,38477500,4522.450195,130633900.0,36.759997999999996,431985.0,1075.099976,143.0,17148.939453,148060000,2012.660034,4304880000,4903.089844,2218420000,6.4837,0.92132,120.310997
42,2016-01-05,431.959991,34522600,4537.629883,104182900.0,35.970001,410131.0,1078.400024,82.0,17158.660156,105750000,2016.709961,3706620000,4891.430176,1927380000,6.5254,0.9235700000000001,119.467003
43,2016-01-06,429.10501100000005,34042500,4480.470215,104877300.0,33.970001,563811.0,1091.900024,52.0,16906.509766,120250000,1990.2600100000002,4336660000,4835.759765999999,2168620000,6.5125,0.93006,119.101997
44,2016-01-07,458.048004,87562200,4403.580078,137701000.0,33.27,617409.0,1107.699951,122.0,16514.099609,176240000,1943.089966,5076590000,4689.430176,2552590000,6.5467,0.9277299999999999,118.610001
45,2016-01-08,453.23001100000005,56993000,4333.759765999999,124197200.0,33.16,596496.0,1097.800049,98.0,16346.450195,141850000,1922.030029,4664940000,4643.629883,2288750000,6.5829,0.91525,117.540001
46,2016-01-11,448.428009,40450000,4312.740234000001,107025000.0,31.41,648640.0,1096.5,43.0,16398.570313,127790000,1923.6700440000002,4607290000,4637.990234000001,2391110000,6.5865,0.91399,117.08000200000001
47,2016-01-12,435.69000199999994,115607000,4378.75,123293200.0,30.440001000000002,627218.0,1085.599976,87.0,16516.220703,117480000,1938.680054,4887260000,4685.919922,2147470000,6.5595,0.9209799999999999,117.650002
48,2016-01-13,432.371002,173888000,4391.939941,111469800.0,30.48,637903.0,1087.5,50.0,16151.410156,153530000,1890.280029,5087030000,4526.060059,2533200000,6.5625,0.92217,117.83000200000001
49,2016-01-14,430.306,43945500,4312.890136999999,166010000.0,31.200001,537906.0,1073.900024,59.0,16379.049805,158830000,1921.839966,5241110000,4615.0,2565560000,6.5654,0.91861,117.425003
50,2016-01-15,364.330994,153351008,4210.160156,176801800.0,29.42,329094.0,1091.5,44.0,15988.080078,239210000,1880.3299559999998,5468460000,4488.419922,2818630000,6.5802,0.9209,118.20300300000001
51,2016-01-19,380.14898700000003,46819800,4272.259765999999,130260700.0,28.459999,188026.0,1089.900024,17.0,16016.019531,144360000,1881.3299559999998,4928350000,4476.950195,2394550000,6.5689,0.91785,117.384003
52,2016-01-20,420.23001100000005,121720000,4124.950195,156074200.0,26.549999,690039.0,1107.099976,30.0,15766.740234,191870000,1859.3299559999998,6416070000,4471.689941,3204130000,6.5686,0.9163399999999999,117.565002
53,2016-01-21,410.261993,68338000,4206.399902,166740100.0,29.530001000000002,694040.0,1099.099976,16.0,15882.679688,145140000,1868.9899899999998,5078810000,4472.060059,2447750000,6.5684,0.91937,117.134003
54,2016-01-22,382.492004,91546600,4336.689941,154178800.0,32.189999,636573.0,1097.199951,4.0,16093.509766,145850000,1906.9000239999998,4901760000,4591.180176,2153340000,6.57,0.92064,117.92400400000001
55,2016-01-25,391.72601299999997,59062400,4311.330078,119945600.0,30.34,606892.0,1106.199951,8.0,15885.219727000002,123250000,1877.0799559999998,4401380000,4518.490234000001,2028880000,6.5691,0.92601,118.571999
56,2016-01-26,392.153015,58147000,4356.810059,127614400.0,31.450001,642432.0,1121.699951,181.0,16167.230469,118210000,1903.630005,4357940000,4567.669922,1981180000,6.5694,0.9214,118.227997
57,2016-01-27,394.971985,47424400,4380.359863000001,113439600.0,32.299999,738551.0,1116.099976,168706.0,15944.459961000002,138350000,1882.949951,4754040000,4468.169922,2115710000,6.5725,0.9203899999999999,118.379997
58,2016-01-28,380.289001,59247900,4322.160156,145439700.0,33.220001,833378.0,1115.599976,52861.0,16069.639647999998,130120000,1893.359985,4693010000,4506.680176,2322310000,6.5678,0.91676,118.467003
59,2016-01-29,379.47399900000005,86125296,4417.02002,148804300.0,33.619999,618110.0,1116.400024,6955.0,16466.300781,217940000,1940.2399899999998,5497570000,4613.950195,2617550000,6.5652,0.91433,118.93
60,2016-02-01,373.056,51656700,4392.330078,106985100.0,31.620001000000002,595612.0,1127.900024,1682.0,16449.179688,114450000,1939.380005,4322530000,4620.370117,1983340000,6.5661,0.92371,121.339996
61,2016-02-02,374.447998,40378700,4283.990234000001,127965300.0,29.879998999999998,602564.0,1127.300049,1230.0,16153.540038999998,126210000,1903.030029,4463190000,4516.950195,2185180000,6.5684,0.91766,120.839996
62,2016-02-03,369.949005,45933400,4226.959961,152722600.0,32.279999,811699.0,1141.300049,1630.0,16336.660156,141870000,1912.530029,5172950000,4504.240234000001,2466190000,6.5698,0.91558,119.856003
63,2016-02-04,389.593994,69285504,4228.529785,158951600.0,31.719998999999998,696721.0,1157.599976,771.0,16416.580078,131490000,1915.449951,5193320000,4509.560059,2200930000,6.567,0.9016299999999999,118.120003
64,2016-02-05,386.549011,43825000,4200.669922,179204000.0,30.889999,616531.0,1157.800049,877.0,16204.969727000002,139010000,1880.050049,4929940000,4363.140136999999,2489280000,6.5548,0.89286,116.865997
65,2016-02-08,373.446991,47671100,4066.3100590000004,165143900.0,29.690001000000002,603646.0,1197.900024,931.0,16027.049805,165880000,1853.439941,5636460000,4283.75,2702070000,6.5639,0.8972600000000001,116.949997
66,2016-02-09,376.028992,55318500,3997.540039,192219900.0,27.940001000000002,738219.0,1198.699951,700.0,16014.379883000001,127740000,1852.209961,5183220000,4268.759765999999,2465790000,6.5639,0.8936700000000001,115.667999
67,2016-02-10,381.64898700000003,85130896,4061.1999509999996,154266800.0,27.450001,781280.0,1194.699951,671.0,15914.740234,122290000,1851.859985,4471170000,4283.589844,2448380000,6.5639,0.88574,115.191002
68,2016-02-11,379.653992,74375600,3896.709961,186961400.0,26.209999,795965.0,1247.900024,995.0,15660.179688,172070000,1829.0799559999998,5500800000,4266.839844,2812330000,6.5639,0.88645,113.251999
69,2016-02-12,384.263,67042800,3995.0600590000004,157391500.0,29.440001000000002,675157.0,1239.099976,250.0,15973.839844,132550000,1864.780029,4696920000,4337.509765999999,1983190000,6.5639,0.88355,112.497002
70,2016-02-16,407.488007,73093104,4110.660156,125207000.0,29.040001,651956.0,1207.900024,422.0,16196.410156,142030000,1895.5799559999998,4570670000,4435.959961,2117920000,6.4862,0.8949299999999999,114.321999
71,2016-02-17,416.321991,83193600,4233.470215,154374300.0,30.66,578639.0,1211.099976,53.0,16453.830078,124080000,1926.819946,5011540000,4534.060059,2296440000,6.5069,0.8971,114.08000200000001
72,2016-02-18,422.372986,76752600,4239.759765999999,129413300.0,30.77,225497.0,1226.099976,315.0,16413.429688,104950000,1917.8299559999998,4436490000,4487.540039,1955870000,6.5183,0.89904,114.279999
73,2016-02-19,420.785004,55711300,4223.040039,115689200.0,29.639999,103202.0,1230.400024,76.0,16391.990234,134340000,1917.780029,4142850000,4504.430176,1903770000,6.5088,0.9000100000000001,113.25
74,2016-02-22,437.747986,85385200,4298.700195,104477100.0,31.48,521016.0,1209.5,280.0,16620.660156,102240000,1945.5,4054710000,4570.609863000001,1794020000,6.5124,0.89896,112.488998
75,2016-02-23,420.735992,85244896,4238.419922,100778200.0,31.870001000000002,539379.0,1222.300049,351.0,16431.779297,98170000,1921.27002,3890650000,4503.580078,1777750000,6.5118,0.9067799999999999,112.971001
76,2016-02-24,424.954987,67743696,4155.339844,130494900.0,32.150002,652245.0,1238.699951,111.0,16484.990234,93620000,1929.800049,4317250000,4542.609863000001,1978180000,6.5171,0.90686,111.879997
77,2016-02-25,424.54400599999997,70798000,4248.450195,130635500.0,33.07,611874.0,1238.199951,1349.0,16697.289063,94120000,1951.699951,4118210000,4582.200195,1667840000,6.5217,0.90794,112.100998
78,2016-02-26,432.152008,61486000,4314.569824,117629300.0,32.779999,646294.0,1219.800049,656.0,16639.970703,98480000,1948.050049,4348510000,4590.470215,1814920000,6.5235,0.9070299999999999,113.11799599999999
79,2016-02-29,437.696991,60694700,4353.549805,122273800.0,33.75,512468.0,1233.900024,580.0,16516.5,126220000,1932.22998,4588180000,4557.950195,2065260000,6.5304,0.9154200000000001,113.660004
80,2016-03-01,435.122986,74895800,4406.839844,123159300.0,34.400002,566226.0,1230.300049,477.0,16865.080078,105050000,1978.3499760000002,4819750000,4689.600098,2080150000,6.544,0.9183600000000001,112.43
81,2016-03-02,423.98901399999994,74955296,4424.890136999999,120925400.0,34.66,597834.0,1241.099976,267.0,16899.320313,104470000,1986.449951,4666610000,4703.419922,1912510000,6.5421,0.91946,113.93
82,2016-03-03,421.65100099999995,100484000,4416.080078,116721600.0,34.57,512962.0,1257.400024,123.0,16943.900391,91110000,1993.4000239999998,5081700000,4707.419922,1936290000,6.541,0.92005,113.466003
83,2016-03-04,410.93899500000003,90856096,4456.620117,132614700.0,35.919998,578290.0,1269.900024,268.0,17006.769531,106910000,1999.9899899999998,6049930000,4717.02002,2171230000,6.5215,0.91333,113.66999799999999
84,2016-03-07,414.321014,85762400,4442.290039,121147100.0,37.900002,709870.0,1263.199951,67.0,17073.949219,100290000,2001.7600100000002,4968180000,4708.25,2084390000,6.4981,0.90959,113.803001
85,2016-03-08,413.971985,70311696,4404.02002,109238900.0,36.5,706933.0,1262.099976,43.0,16964.099609,108380000,1979.2600100000002,4641650000,4648.819824,1993060000,6.5068,0.9077700000000001,113.452003
86,2016-03-09,414.859985,70012304,4425.649902,116109800.0,38.290001000000004,740632.0,1256.599976,79.0,17000.359375,116690000,1989.2600100000002,4038120000,4674.379883,1789550000,6.4947,0.90876,112.660004
87,2016-03-10,417.131012,81022896,4350.350098,175255300.0,37.84,701435.0,1272.0,119.0,16995.130859,117570000,1989.569946,4376790000,4662.160156,1936470000,6.503,0.91,113.252998
88,2016-03-11,421.69000199999994,73969696,4492.790039,149823700.0,38.5,564791.0,1258.699951,87.0,17213.310547,123420000,2022.189941,4078620000,4748.470215,1801790000,6.4986,0.8945799999999999,112.860001
89,2016-03-14,416.43798799999996,95259400,4506.589844,125097000.0,37.18,489938.0,1244.400024,58.0,17229.130859,96350000,2019.640015,3487850000,4750.279785,1615100000,6.4853,0.8954200000000001,113.778
90,2016-03-15,416.829987,66781700,4472.629883,115811100.0,36.34,446100.0,1230.400024,37.0,17251.529297,92830000,2015.930054,3560280000,4728.669922,1692420000,6.49,0.90074,113.83000200000001
91,2016-03-16,417.010986,65185800,4463.0,105409600.0,38.459998999999996,494174.0,1229.300049,45.0,17325.759766,118710000,2027.219971,4057020000,4763.970215,1781060000,6.5045,0.90017,113.105003
92,2016-03-17,420.621002,83528600,4442.890136999999,149291500.0,40.200001,298013.0,1264.5,27.0,17481.490234,117990000,2040.589966,4530480000,4774.990234000001,1907190000,6.512,0.89135,112.751999
93,2016-03-18,409.548004,104940000,4462.509765999999,259017000.0,39.439999,130151.0,1253.800049,542.0,17602.300781,321230000,2049.580078,6503140000,4795.649902,2829040000,6.465,0.88355,111.349998
94,2016-03-21,413.307007,61655400,4427.799805,90434900.0,39.91,479337.0,1243.800049,1061.0,17623.869141,84410000,2051.600098,3376600000,4808.870117,1609230000,6.4616,0.8866,111.445
95,2016-03-22,418.088989,66813300,4431.970215,113288300.0,41.450001,463693.0,1248.199951,20.0,17582.570313,95450000,2049.800049,3418460000,4821.660156,1596200000,6.4746,0.89,112.139
96,2016-03-23,418.04098500000003,61444200,4423.97998,97919500.0,39.790001000000004,492003.0,1223.699951,28.0,17502.589844,84240000,2036.709961,3639510000,4768.859863000001,1732630000,6.4801,0.8910299999999999,112.251999
97,2016-03-24,416.39401200000003,68346704,4329.680176,109844400.0,39.459998999999996,495168.0,1221.400024,13.0,17515.730469,84100000,2035.939941,3407720000,4773.5,1590990000,6.4963,0.8943700000000001,112.400002
98,2016-03-29,416.51599100000004,75411504,4366.669922,80842200.0,38.279999,488032.0,1235.599976,189732.0,17633.109375,86160000,2055.01001,3822330000,4846.620117,1806490000,6.501,0.89264,113.363998
99,2016-03-30,414.81601,66034100,4444.419922,100793300.0,38.32,542469.0,1226.900024,48248.0,17716.660156,79330000,2063.949951,3590310000,4869.290039,1717820000,6.5049,0.8855799999999999,112.68
100,2016-03-31,416.72900400000003,60215200,4385.060059,110982200.0,38.34,532152.0,1234.199951,3377.0,17685.089844,102600000,2059.73999,3715280000,4869.850098,1774270000,6.4551,0.88225,112.365997
101,2016-04-01,417.959991,51235700,4322.240234000001,139045500.0,36.790001000000004,547190.0,1222.199951,1602.0,17792.75,104890000,2072.780029,3749990000,4914.540039,1812250000,6.439,0.87876,112.480003
102,2016-04-04,421.444,50634300,4345.220215,106194400.0,35.700001,549477.0,1218.0,2038.0,17737.0,85230000,2066.1298829999996,3485710000,4891.799805,1705730000,6.4686,0.8779600000000001,111.722
103,2016-04-05,424.02999900000003,60718000,4250.279785,131198900.0,35.889998999999996,485543.0,1228.400024,477.0,17603.320313,115230000,2045.1700440000002,4154920000,4843.930176,1726010000,6.4686,0.8780399999999999,111.25
104,2016-04-06,423.412994,59091000,4284.640136999999,106043100.0,37.75,751048.0,1222.5,248.0,17716.050781,99410000,2066.659912,3750800000,4920.720215,1761770000,6.4673,0.8785799999999999,110.377998
105,2016-04-07,422.744995,57858600,4245.910156,98335800.0,37.259997999999996,626749.0,1236.199951,375.0,17541.960938,90120000,2041.910034,3801250000,4848.370117,1908940000,6.4709,0.8768100000000001,109.69899699999999
106,2016-04-08,420.34899900000005,63454700,4303.120117,100861900.0,39.720001,817230.0,1242.5,409.0,17576.960938,79990000,2047.5999760000002,3359530000,4850.689941,1588830000,6.453,0.8792,108.427002
107,2016-04-11,422.48300199999994,50747500,4312.629883,103360100.0,40.360001000000004,679351.0,1256.699951,437.0,17556.410156,107100000,2041.9899899999998,3567840000,4833.399902,1545540000,6.4558,0.8769600000000001,108.310997
108,2016-04-12,425.19000199999994,70728800,4345.910156,121266000.0,42.169998,796837.0,1259.400024,185.0,17721.25,81020000,2061.719971,4239740000,4872.089844,1759280000,6.4495,0.8762,107.93
109,2016-04-13,423.73400899999996,69060400,4490.310059,154790600.0,41.759997999999996,730437.0,1246.800049,203.0,17908.279297,91710000,2082.419922,4191830000,4947.419922,1936450000,6.4556,0.87835,108.639999
110,2016-04-14,424.282013,45281000,4511.509765999999,125164800.0,41.5,488614.0,1225.0,264.0,17926.429688,84510000,2082.780029,3765870000,4945.890136999999,1645810000,6.4684,0.8866,109.41999799999999
111,2016-04-15,429.713013,54801500,4495.169922,110271800.0,40.360001000000004,520146.0,1233.099976,97.0,17897.460938,118160000,2080.72998,3701450000,4938.220215,1684790000,6.4726,0.88731,109.316002
112,2016-04-18,428.591003,55670900,4506.839844,92413600.0,39.779999,342463.0,1233.599976,304.0,18004.160156,89390000,2094.340088,3316880000,4960.02002,1672260000,6.4656,0.8849600000000001,108.016998
113,2016-04-19,435.509003,52810500,4566.47998,115227500.0,41.080002,101734.0,1253.0,386.0,18053.599609,89820000,2100.800049,3896830000,4940.330078,1824250000,6.4652,0.88425,109.072998
114,2016-04-20,441.389008,72890096,4591.919922,115806900.0,42.630001,796240.0,1253.199951,180.0,18096.269531,100210000,2102.399902,4184880000,4948.129883,1781340000,6.4481,0.88031,109.239998
115,2016-04-21,449.424988,68204704,4582.830078,124963900.0,43.18,671103.0,1249.0,124.0,17982.519531,102720000,2091.47998,4175290000,4945.890136999999,1758190000,6.4608,0.88456,109.837997
116,2016-04-22,445.737,58804400,4569.660156,100028400.0,43.73,575107.0,1228.699951,188.0,18003.75,134120000,2091.580078,3790580000,4906.22998,2018930000,6.4719,0.8855799999999999,109.436996
117,2016-04-25,461.425995,87091800,4546.120117,87927900.0,42.639998999999996,606383.0,1238.900024,442.0,17977.240234,83770000,2087.790039,3319740000,4895.790039,1582270000,6.491,0.89015,111.435997
118,2016-04-26,466.08898899999997,78971904,4533.180176,100430500.0,44.040001000000004,564392.0,1242.199951,97.0,17990.320313,92570000,2091.699951,3557190000,4888.279785,1825020000,6.483,0.88739,111.136002
119,2016-04-27,444.68701200000004,93564896,4559.399902,106492200.0,45.330002,648028.0,1249.199951,547.0,18041.550781,109090000,2095.149902,4100110000,4863.140136999999,1938780000,6.4835,0.8850299999999999,111.230003
120,2016-04-28,449.01098600000006,74064704,4557.359863000001,111361900.0,46.029999,487412.0,1265.5,887.0,17830.759766,100920000,2075.810059,4309840000,4805.290039,2161400000,6.485,0.88269,111.519997
121,2016-04-29,455.09698499999996,49258500,4428.959961,128212700.0,45.919998,598439.0,1289.199951,464.0,17773.640625,136670000,2065.300049,4704720000,4775.359863000001,2376460000,6.4659,0.8806,108.07599599999999
122,2016-05-02,444.66900599999997,92127000,4442.75,63246300.0,44.779999,464027.0,1294.699951,192.0,17891.160156,80100000,2081.429932,3841110000,4817.589844,1880460000,6.4641,0.8723700000000001,106.45300300000001
123,2016-05-03,450.303986,59366400,4371.97998,107768800.0,43.650002,625551.0,1290.699951,151.0,17750.910156,97060000,2063.3701170000004,4173390000,4763.220215,1984340000,6.4641,0.8676799999999999,106.396004
124,2016-05-04,446.72198499999996,50407300,4324.22998,116952000.0,43.779999,711125.0,1273.300049,109.0,17651.259766,95020000,2051.1201170000004,4058560000,4725.640136999999,1950800000,6.4818,0.86926,106.68
125,2016-05-05,447.97601299999997,50440800,4319.459961,79774300.0,44.32,746159.0,1271.400024,330.0,17660.710938,81530000,2050.6298829999996,4008530000,4717.089844,1888350000,6.4848,0.8700899999999999,106.91999799999999
126,2016-05-06,459.60299699999996,72796800,4301.240234000001,111464700.0,44.66,695306.0,1292.900024,305.0,17740.630859,80020000,2057.139893,3796350000,4736.160156,1860800000,6.4935,0.8767299999999999,107.275002
127,2016-05-09,460.48300199999994,55493100,4322.810059,112215100.0,43.439999,767568.0,1265.599976,341.0,17705.910156,85590000,2058.689941,3788620000,4750.209961,1625100000,6.4902,0.8781200000000001,107.360001
128,2016-05-10,450.89498899999995,58956100,4338.209961,104155500.0,44.66,709415.0,1263.900024,23.0,17928.349609,75790000,2084.389893,3600200000,4809.879883,1760120000,6.5069,0.8781200000000001,108.331001
129,2016-05-11,452.72799699999996,50605200,4316.669922,93288200.0,46.23,869957.0,1274.599976,50.0,17711.119141,87390000,2064.459961,3821980000,4760.689941,1859110000,6.5083,0.8791700000000001,109.194
130,2016-05-12,454.76599100000004,59849300,4293.27002,103302300.0,46.700001,715102.0,1270.300049,101.0,17720.5,88560000,2064.110107,3782390000,4737.330078,1930450000,6.482,0.8751200000000001,108.415001
131,2016-05-13,455.670013,60845000,4319.990234000001,99597300.0,46.209998999999996,519363.0,1271.900024,66.0,17535.320313,86640000,2046.609985,3579880000,4717.680176,1698030000,6.5068,0.87897,109.099998
132,2016-05-16,454.162994,59171500,4312.279785,48829700.0,47.720001,550863.0,1273.400024,44.0,17710.710938,88440000,2066.659912,3501360000,4775.459961,1741510000,6.522,0.8836299999999999,108.66100300000001
